path	sha256	flow	entry_or_caller	effect_or_consumer	tests	state	evidence	next_action
packages/containerhub-back/src/modules/gitlab/routes/__tests__/GitLabRoutes.test.ts	b08ce47b07b2172dbff1091a486fff35c65b1f82188367aea1991fdb7285ce86	back-integrations	GitLabRoutes.ts:27	source-text assertions only; no request/effect verification	self:5-15	refactored	packages/containerhub-back/src/modules/gitlab/routes/__tests__/GitLabRoutes.test.ts:5-42; revisión de puerta: Sustituir el único test regex de fuente por una caracterización inyectada de la ruta: la prueba actual puede pasar aunque autorización, forwarding o respuesta fallen. Es un corte sólo de test, no una corrección funcional encubierta.; Ausencia de endpoint container-scan verificada por 404 inyectado, no regex; test focal 6/6 y tsc 0 (6a14f9a).	Corte local cee4db3; pruebas focales y compilación GREEN. No API real
packages/containerhub-back/src/modules/gitlab/services/GitLabService.ts	dc1ee54ed2e5c1997f1a7f8dbfd44ae6497f7695f8b99cdea16013f5601acba2	back-integrations	GitLabRoutes.ts:25-27	GitLab HTTP GET, timeout/non-2xx error; project/tag/pipeline JSON to frontend	modules/gitlab/services/__tests__/GitLabService.test.ts:12-89	unchanged	packages/containerhub-back/src/modules/gitlab/services/GitLabService.ts:1-15;66-126	Keep shared fetch/URL helper; no live GitLab proof or tags failure test.
packages/containerhub-back/src/modules/gitlab/services/__tests__/GitLabService.test.ts	f313d6de5732112e6589b9a79ce4009f72556965e8152f2140263098d33abd35	back-integrations	fetchProjects and fetchTagPipeline	mocked URL/query/order, empty pipeline/jobs; no fetchProjectTags case	self:12-89	unchanged	packages/containerhub-back/src/modules/gitlab/services/__tests__/GitLabService.test.ts:12-89	Keep mock scope; add tag/error characterization only before behavior-sensitive cut.
packages/containerhub-back/src/modules/registry/routes/RegistryRoutes.ts	24eaffebd70c09fd79ccf74df5658a37c87690849017291efd882bd45a77375d	back-integrations	YogaFastifyServerFactory.ts:142; RegistryImagesCrud.ts:19	DOCKER_VIEW then catalog/tags/details service	modules/registry/services/__tests__/RegistryService.test.ts:8-57 (service only)	unchanged	packages/containerhub-back/src/modules/registry/routes/RegistryRoutes.ts:6-23	No extraction; route/query error boundary lacks injected route check.
packages/containerhub-back/src/modules/registry/services/RegistryService.ts	44abf6806234f0b0f034e427b2ed18e5ca334db58307b6b46d56b49b0630f12a	back-integrations	RegistryRoutes.ts:20-22	registry GET/timeout/status; catalog list, tags, manifest normalization	modules/registry/services/__tests__/RegistryService.test.ts:8-57	unchanged	packages/containerhub-back/src/modules/registry/services/RegistryService.ts:1-22;25-72	Keep manifest conversion together; catalog truncation/validation risks are functional scope.
packages/containerhub-back/src/modules/registry/services/__tests__/RegistryService.test.ts	d17675dc70b7560da07f19e225529f6d4354c9975c8dd14b9d306d074d264456	back-integrations	fetchImageDetails	mocked manifest/index normalization and invalid repository	self:8-57	unchanged	packages/containerhub-back/src/modules/registry/services/__tests__/RegistryService.test.ts:8-57	Keep mock; catalog/tags and upstream failures not covered.
packages/containerhub-back/src/modules/settings/factory/SettingsFactory.ts	4fe417e6ef2043e2250f265b8650aada85877f2651c280c1c8fd0c179054f2da	back-integrations	SettingsService.ts:17,32	cached Mongo or SQLite repository by DraxConfig engine	modules/settings/services/__tests__/SettingsService.test.ts:27-52; SqlitePersistence.test.ts:9-58	unchanged	packages/containerhub-back/src/modules/settings/factory/SettingsFactory.ts:6-25	Keep engine decision local; cached engine changes across runs not tested.
packages/containerhub-back/src/modules/settings/models/Settings.ts	3f9fb1f11b2ec6b639de7bd20ea3622c823eeb8edb5c48ab32bac5ac2560c8c6	back-integrations	SettingsMongoRepository.ts:1; SettingsSqliteRepository.ts:3	ISettings defaults/schema for persistence	modules/settings/services/__tests__/SqlitePersistence.test.ts:9-58	unchanged	packages/containerhub-back/src/modules/settings/models/Settings.ts:3-17	Keep shared settings fields; no schema reshaping.
packages/containerhub-back/src/modules/settings/repository/SettingsMongoRepository.ts	39c60fc1183c398b62380041c0ef164c8b354f45652d32ce8b21f123cd4af688	back-integrations	SettingsFactory.ts:18	findOne/create, update explicit three fields/save	modules/settings/services/__tests__/SettingsService.test.ts:6-52 (mock)	unchanged	packages/containerhub-back/src/modules/settings/repository/SettingsMongoRepository.ts:3-25	Keep field ownership; Mongo persistence not live-tested.
packages/containerhub-back/src/modules/settings/repository/SettingsSqliteRepository.ts	3625a6af1bfd7d21ff8c5377934c642fd4d23c3453cc2328a078b5bf9e43a16f	back-integrations	SettingsFactory.ts:20	singleton row id 1 create/update/reopen	modules/settings/services/__tests__/SqlitePersistence.test.ts:9-58	unchanged	packages/containerhub-back/src/modules/settings/repository/SettingsSqliteRepository.ts:5-35	Keep DB adapter; fixture proves SQLite reopen only.
packages/containerhub-back/src/modules/settings/routes/SettingsRoutes.ts	95338e0784003f9511a83b5018fc84da47ced89a40ab7c079df336b7dff2b37b	back-integrations	YogaFastifyServerFactory.ts:139; SettingsApi.ts:11-15	permission GET/PUT; Zod error via CommonController	modules/settings/services/__tests__/SettingsService.test.ts:35-52	unchanged	packages/containerhub-back/src/modules/settings/routes/SettingsRoutes.ts:9-30	Keep route with validation at service; error mapping is behavior-sensitive.
packages/containerhub-back/src/modules/settings/services/SettingsService.ts	ef37d179ea29000ddde39842199af8cd7a07bb37b93d7b053184d546f00199c6	back-integrations	SettingsRoutes.ts:13,23	Zod parse then selected repository read/update	modules/settings/services/__tests__/SettingsService.test.ts:27-52	unchanged	packages/containerhub-back/src/modules/settings/services/SettingsService.ts:6-33	Remove unused imports only in separate trivial cleanup; preserve validation/error order.
packages/containerhub-back/src/modules/settings/services/__tests__/SettingsService.test.ts	51df0748ec5e60bf5cc4e8831fafa25abd30db237a1521def67330aca30751d6	back-integrations	SettingsService.ts:23; SettingsRoutes.ts:18	invalid positive bound -> 422, no persistence in mock	self:27-52	unchanged	packages/containerhub-back/src/modules/settings/services/__tests__/SettingsService.test.ts:6-52	Keep error contract; mock not both engines.
packages/containerhub-back/src/modules/settings/services/__tests__/SqlitePersistence.test.ts	67133abb83b847517d0c735ed402b9e8074c07453e81b315ca3288b4e5e53462	back-integrations	SettingsFactory.ts:20; monitoring lifecycle fixture	SQLite persistence/reopen and retention side path	self:9-58	unchanged	packages/containerhub-back/src/modules/settings/services/__tests__/SqlitePersistence.test.ts:9-58	Keep cross-adapter fixture; no Mongo proof.
packages/containerhub-back/src/servers/FrontendStatic.ts	a4daab786a38bf98c7bd1a2646ceb38db016ed9fa394771ce209cf341f26ac1d	back-integrations	index.ts:9-11	static file or SPA fallback; API paths 404	servers/__tests__/FrontendStatic.test.ts:9-31	unchanged	packages/containerhub-back/src/servers/FrontendStatic.ts:5-35	Keep containment and API exclusion in single owner; no filesystem changes.
packages/containerhub-back/src/servers/YogaFastifyServer.ts	3708269e183d267e4b607b5211bb02decb518a17d1a0266a1fbc84d7e2ca74c2	back-integrations	YogaFastifyServerFactory.ts:93	Fastify with validator disabled, GraphQL request context, listen	servers/__tests__/YogaFastifyServer.test.ts:5-25	unchanged	packages/containerhub-back/src/servers/YogaFastifyServer.ts:4-36	Keep request context wiring; validation-disabled behavior is explicit, do not silently fix.
packages/containerhub-back/src/servers/__tests__/FrontendStatic.test.ts	a070b377fc759ea01ba62e0cd5cfd36f435b9797297a069ee1d41feb163cac7d	back-integrations	registerFrontendStatic	asset and SPA fallback, missing API 404	self:9-31	unchanged	packages/containerhub-back/src/servers/__tests__/FrontendStatic.test.ts:9-31	Keep small fixture; no external server proof.
packages/containerhub-back/src/servers/__tests__/YogaFastifyServer.test.ts	829c57bff7fcb3897de8d5385eefaeebba8f3f832d36732fc9294623e689f02d	back-integrations	Fastify route with invalid query	demonstrates schema documentation only, no coercion	self:5-25	unchanged	packages/containerhub-back/src/servers/__tests__/YogaFastifyServer.test.ts:5-25	Keep characterization; changing validation needs functional scope.
packages/containerhub-back/src/setup/SetupContainerHub.ts	0365b56b561f5aab7e1deaf3e3349ee6bb0bce78c2273e906351ff376871af2d	back-integrations	index.ts:6; tests import initialization	Vault load, env validation, DB connect, permissions, roles/bootstrap	setup/__tests__/SetupContainerHub.test.ts:28-245; LegacyDockerRoles.test.ts:27-108	blocked	packages/containerhub-back/src/setup/SetupContainerHub.ts:17-27;57-109;112-169 (redacted fragments:22,68)	Do not bypass masking or infer permission literals; unreviewed sections require authorized unmasked review.
packages/containerhub-back/src/setup/VaultSecretLoader.ts	d433193b52a5e42ce8f4a02f7dffec881ad7c4df6b78354553007759ed319d50	back-integrations	SetupContainerHub.ts:149; VaultSecretLoader.test.ts:37	read client key file, fetch secrets, atomically write env after success	setup/__tests__/VaultSecretLoader.test.ts:8-70; SetupContainerHub.test.ts:101-135	unchanged	packages/containerhub-back/src/setup/VaultSecretLoader.ts:5-8;16-39;42-64	Keep load-before-validate order; no real Vault credentials used.
packages/containerhub-back/src/setup/__tests__/BootstrapSecretHandling.test.ts	ddd86cf800d0a703bcbb335bb3eaa75e0215a8c7bb1027f9deb087cb16a5c6d0	back-integrations	SetupContainerHub failure on weak password	checks error omits test password from captured console	self:9-38	unchanged	packages/containerhub-back/src/setup/__tests__/BootstrapSecretHandling.test.ts:9-38	Keep secret-safe assertion; no bootstrap runtime proof here.
packages/containerhub-back/src/setup/__tests__/DraxBootstrapIdempotency.test.ts	d1c5d7d6a454a061fe621b58f596c432ed95d9a06e39ff738269a709a4878550	back-integrations	SetupContainerHub repeated startup	existing user password remains unchanged in SQLite fixture	self:9-42	unchanged	packages/containerhub-back/src/setup/__tests__/DraxBootstrapIdempotency.test.ts:9-42	Keep idempotency guard; no role mutation inference from masked source.
packages/containerhub-back/src/setup/__tests__/LegacyDockerRoles.test.ts	67083f911d9ed97f1cbb4bff3202ee6c617276f0c731dc2264c0f13298327fc7	back-integrations	SetupContainerHub repeated startup	roles/legacy permission mapping and HTTP grants in SQLite fixture	self:27-108	blocked	packages/containerhub-back/src/setup/__tests__/LegacyDockerRoles.test.ts:27-108 (line 24 redacted); packages/containerhub-back/src/setup/__tests__/LegacyDockerRoles.test.ts:24,82 (masked)	Masked credential/permission fragments prevent whole-file review; do not bypass masking; resume only through authorized review.
packages/containerhub-back/src/setup/__tests__/SetupContainerHub.test.ts	d4e9de28e4b099bcca4b8385255511fcb324c54b5f53e83c2513a832978dcfe1	back-integrations	validateContainerHubEnvironment; initializeContainerHubRuntime	env rejection and Vault-before-validation assertions	self:28-245	unchanged	packages/containerhub-back/src/setup/__tests__/SetupContainerHub.test.ts:28-245	Keep independent environment cases; does not exercise complete masked bootstrap.
packages/containerhub-back/src/setup/__tests__/VaultSecretLoader.test.ts	1a39c93c27f27477cc9cbad922eb93d2f5d0e2579625458a4982d8b79c1ede07	back-integrations	loadContainerHubSecretsFromVault	mocked Vault secret load and wrong identifier failure	self:8-70	unchanged	packages/containerhub-back/src/setup/__tests__/VaultSecretLoader.test.ts:8-70	Keep no-live-secrets test; partial failure env mutation guarded by Promise.all.
packages/containerhub-back/src/modules/monitoring/__tests__/Monitoring.test.ts	a538c7ed340d253c2df49e55b4707deea9c1ee1e847de84e6b8cc0c953c28637	monitoring	Fastify.inject POST/GET/DELETE + Rbac in test	SQLite config and sample repositories + routes	self: configuration, permissions, filters, concurrent duplicate	unchanged	packages/containerhub-back/src/modules/monitoring/__tests__/Monitoring.test.ts:14-35 fixture isolated; 36-49 create/pause/duplicate/persistence; 50-78 list/filter/status/resume; 79-94 validation/delete/concurrency; 95-101 cleanup	Keep as route characterization; does not exercise live Docker or periodic collector.
packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringCollectorFactory.test.ts	fe1e147830b281c88a75dcb20f41c99484cf895fd425f08a4c2fc30bc65e3431	monitoring	MonitoringCollectorFactory mocked dependencies	collector normalizes stats and records running task	self: one normalized task	unchanged	packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringCollectorFactory.test.ts:4-30 fixtures and module mocks; 31-42 collect assertion	No new abstraction; verify actual worker separately.
packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringCollectorLogging.test.ts	47a424fd2d762eeea0bf4b11d1e979d2f055ac2ef404808bb6c0d33b61cb24e4	monitoring	MonitoringCollector.collect mocked statistics	info/error logging with service context	self: success and thrown stats	unchanged	packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringCollectorLogging.test.ts:7-19 fixtures; 21-35 success log; 38-58 failure log	Keep log expectations; no Docker proof.
packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringHistory.test.ts	022b886462d43d0cbbd28fb1e74f2b3ba06e8e866cb8c36ba4da526c3b93e013	monitoring	MonitoringService.create + MonitoringCollector.collect + Fastify.inject	SQLite samples, retention and protected history	self: global/replic, dedupe, prune, service-ID fallback	unchanged	packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringHistory.test.ts:15-26 fixtures; 28-76 collector/history/auth/retention; 78-105 recreated-service fallback	Keep characterization; route sample count/ordering has limited coverage.
packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringWorker.test.ts	03e384d242be78ba2cbe4ebc7515471b41feae350ac0887f3997510d612228f3	monitoring	runMonitoringWorker and spawned src/monitoring.ts	signal shutdown and process lifetime	self: SIGTERM, pending stop, entrypoint	unchanged	packages/containerhub-back/src/modules/monitoring/__tests__/MonitoringWorker.test.ts:11-42 signals and async stop; 44-81 isolated spawned process and cleanup	Do not run during audit; isolated process test does not establish production Swarm.
packages/containerhub-back/src/modules/monitoring/factory/MonitoringCollectorFactory.ts	f37e3eb3177f05b28d7f9f7ac5ff88cdcc30f79b2df8693ba165d6333a3514d6	monitoring	src/monitoring.ts:6	MonitoringCollector with factories and ServiceService.fetchServiceStats normalized by schema	MonitoringCollectorFactory.test.ts:37-42	unchanged	packages/containerhub-back/src/modules/monitoring/factory/MonitoringCollectorFactory.ts:1-5 imports; 7-12 cached collector and metrics parse	Existing factory is sufficient; preserve normalized task contract.
packages/containerhub-back/src/modules/monitoring/factory/MonitoringSampleServiceFactory.ts	6e8dd1b740becce70a52f6c7ed956ac8e0fbb1fa68cb420abb87e5e635222266	monitoring	MonitoringCollectorFactory.ts:9; MonitoringRoutes.ts:41	SQLite/Mongo repository and MonitoringSampleService	MonitoringHistory.test.ts:28-76 indirect SQLite	unchanged	packages/containerhub-back/src/modules/monitoring/factory/MonitoringSampleServiceFactory.ts:1-4 repository imports; 6-18 engine selection/build/cache	Leave engine choice in factory; no extra wrapper.
packages/containerhub-back/src/modules/monitoring/factory/MonitoringServiceFactory.ts	cdc98794173d0c9fe3046443061d2071fb67460a0f157561bceaf658c82fc595	monitoring	MonitoringCollectorFactory.ts:9; MonitoringRoutes.ts:40	SQLite/Mongo repository and MonitoringService	Monitoring.test.ts:14-101 injected service bypasses factory	unchanged	packages/containerhub-back/src/modules/monitoring/factory/MonitoringServiceFactory.ts:1-4 imports; 6-18 engine selection/build/cache	Keep factory; production wiring not covered by injected route test.
packages/containerhub-back/src/modules/monitoring/factory/TaskMonitorizationFactory.ts	d45f0d15aed31275f698f2a6249e8517a9c84963c48c26edd375bf3278e3e886	monitoring	TaskMonitorizationManager.ts:48,171,183; TaskMonitorizationRoutes.ts:38	cached Mongo/SQLite task lifecycle repository	TaskMonitorizationRoutes.test.ts:49-81 mocks Mongo	unchanged	packages/containerhub-back/src/modules/monitoring/factory/TaskMonitorizationFactory.ts:7-12 repository contract; 14-28 engine selection/cache	Keep backend selection; add polling characterization only with separate approved scope.
packages/containerhub-back/src/modules/monitoring/interfaces/IMonitoring.ts	be175371f7dd473a73b9540494f0dce34a15c940e311e9ed7f64c8bc4ad3102b	monitoring	MonitoringService.ts:4 and repository typings	schema-derived config/base/create types	Monitoring.test.ts:34-94 indirect	unchanged	packages/containerhub-back/src/modules/monitoring/interfaces/IMonitoring.ts:1-6 z.infer from MonitoringSchema	Keep schema as single contract.
packages/containerhub-back/src/modules/monitoring/interfaces/IMonitoringSample.ts	51fd72b3f69b6ca327c94e5da5e2a2f7b9f80e55d3b165885890820c930b4c2a	monitoring	MonitoringSampleService.ts:4; MonitoringCollector.ts:2	schema-derived metrics/sample types	MonitoringHistory.test.ts:15-76 indirect	unchanged	packages/containerhub-back/src/modules/monitoring/interfaces/IMonitoringSample.ts:1-6 z.infer from MonitoringSampleSchema	Keep schema as single contract.
packages/containerhub-back/src/modules/monitoring/models/MonitoringModel.ts	20e66774997216afbe5ad2bf6ed6c3a40e1bad87b83dcc000880d0520a2995e2	monitoring	MonitoringMongoRepository.ts:3	Mongo config collection and unique serviceId	Monitoring.test.ts:14-101 SQLite only	unchanged	packages/containerhub-back/src/modules/monitoring/models/MonitoringModel.ts:5-15 fields, unique key, pagination plugin	No refactor; Mongo parity unverified here.
packages/containerhub-back/src/modules/monitoring/models/MonitoringSampleModel.ts	31c58749d20118d5192fb8b977837f365beeea4051c97c623338d04b2cdf9d74	monitoring	MonitoringSampleMongoRepository.ts:3	Mongo sample collection with unique sampleKey and indexed history	MonitoringHistory.test.ts:28-76 SQLite only	unchanged	packages/containerhub-back/src/modules/monitoring/models/MonitoringSampleModel.ts:5-12 keys/indexes, mixed metrics and pagination plugin	No refactor; do not infer Mongo behavior from SQLite test.
packages/containerhub-back/src/modules/monitoring/models/TaskMonitorization.ts	19d8774bc2e49a3ee47a3c442e058742dddcfe927cb08b7e256c6201d8c192ad	monitoring	TaskMonitorizationMongoRepository.ts:1; manager.ts:4	Mongo task lifecycle model and pagination plugin	models/__tests__/TaskMonitorization.test.ts:5-7	unchanged	packages/containerhub-back/src/modules/monitoring/models/TaskMonitorization.ts:4-15 interface; 17-35 schema/index/plugin	One-model contract; test only asserts paginate exists.
packages/containerhub-back/src/modules/monitoring/models/__tests__/TaskMonitorization.test.ts	df367a8af85965ef64651fee9844f072c9eec9f4e4c8b657ca00901f2b2d21e6	monitoring	TaskMonitorizationModel import	assert paginate method exists	self: structural smoke only	unchanged	packages/containerhub-back/src/modules/monitoring/models/__tests__/TaskMonitorization.test.ts:1-7 import and one assertion	Do not claim lifecycle/polling coverage.
packages/containerhub-back/src/modules/monitoring/repository/MonitoringMongoRepository.ts	a2dc96e152891f0765462e69cd0852e968086704d159844d4a231edcfbbe9993	monitoring	MonitoringServiceFactory.ts:14	AbstractMongoRepository configuration search by serviceName	Monitoring.test.ts:14-101 SQLite only	unchanged	packages/containerhub-back/src/modules/monitoring/repository/MonitoringMongoRepository.ts:1-11 model binding/searchFields	Inherited CRUD; no local extraction.
packages/containerhub-back/src/modules/monitoring/repository/MonitoringSampleMongoRepository.ts	3f52c3deb28e0e98a5ed3312afe4bbd157baf18cbd14ebc657581f46a127e1dc	monitoring	MonitoringSampleServiceFactory.ts:14	AbstractMongoRepository sample search	MonitoringHistory.test.ts:28-76 SQLite only	unchanged	packages/containerhub-back/src/modules/monitoring/repository/MonitoringSampleMongoRepository.ts:1-11 model binding/searchFields	Inherited CRUD; avoid speculative duplicate implementation.
packages/containerhub-back/src/modules/monitoring/repository/MonitoringSampleSqliteRepository.ts	7cd523f3d621fef5aa9f1034d75bd53fca62b070e98a36aa08376e86041e1905	monitoring	MonitoringSampleServiceFactory.ts:10; MonitoringHistory.test.ts:32	SQLite samples JSON metrics and ISO date filtering	MonitoringHistory.test.ts:55-68; Monitoring.test.ts:18-20	unchanged	packages/containerhub-back/src/modules/monitoring/repository/MonitoringSampleSqliteRepository.ts:6-15 table/json fields; 16-21 Date conversion and inherited methods	Preserve date serialization; no readability cut justified.
packages/containerhub-back/src/modules/monitoring/repository/MonitoringSqliteRepository.ts	bade82de278091357968ace0ec2e69715640c2ddd0953945b2ffcef67428e5c3	monitoring	MonitoringServiceFactory.ts:10; Monitoring.test.ts:17	SQLite config uniqueness and CRUD	Monitoring.test.ts:36-94	unchanged	packages/containerhub-back/src/modules/monitoring/repository/MonitoringSqliteRepository.ts:5-13 table schema/unique serviceId; 14-17 inherited methods	Preserve uniqueness for concurrent create skip.
packages/containerhub-back/src/modules/monitoring/repository/TaskMonitorizationMongoRepository.ts	674d1ade9e2dfa91fc7f95281226466a34b091d5d7da97352a9d08d413ad25e1	monitoring	TaskMonitorizationFactory.ts:21	Mongo recent/paginate/create/purge	TaskMonitorizationRoutes.test.ts:61-78 paginate only	unchanged	packages/containerhub-back/src/modules/monitoring/repository/TaskMonitorizationMongoRepository.ts:4-9 base binding; 11-29 recent/count/create/purge	No code movement; polling writes and purge remain untested.
packages/containerhub-back/src/modules/monitoring/repository/TaskMonitorizationSqliteRepository.ts	faaa2be9cc3cbb31cc7f10282af6dd085ffc2e9a986c6f7e5b12b85d7dac4a89	monitoring	TaskMonitorizationFactory.ts:23	SQLite recent/create/purge task events	TaskMonitorizationRoutes.test.ts:49-81 Mongo path only	unchanged	packages/containerhub-back/src/modules/monitoring/repository/TaskMonitorizationSqliteRepository.ts:6-14 schema; 16-35 recent/count/create; 37-48 bounded purge	No readability extraction; verify engine behavior in approved test scope.
packages/containerhub-back/src/modules/monitoring/routes/MonitoringRoutes.ts	afd7e34a6db1a72c7f935f6828c23355ac517bc15210bae89b30201ae898eb69	monitoring	YogaFastifyServerFactory.ts:143; UI monitoringProvider	authorized list/status/detail/samples/create/pause/resume/delete	Monitoring.test.ts:36-94; MonitoringHistory.test.ts:60-64	unchanged	packages/containerhub-back/src/modules/monitoring/routes/MonitoringRoutes.ts:12-33 permission/query schemas; 35-54 authorization/error mapping; 56-78 reads/create; 79-93 status/delete then sample cleanup	Keep route ownership; deletion order is functional and must not change for readability.
packages/containerhub-back/src/modules/monitoring/routes/TaskMonitorizationRoutes.ts	92daec0f20d557c70b09611d46087a9c12a6e852b247aa487e2494b26cf75a5e	monitoring	YogaFastifyServerFactory.ts:144; TaskMonitorizationCrud.ts:20	DOCKER_VIEW protected validated pagination	TaskMonitorizationRoutes.test.ts:49-81 mocked Mongo	unchanged	packages/containerhub-back/src/modules/monitoring/routes/TaskMonitorizationRoutes.ts:8-26 query validation; 29-46 permission/repository pagination/error handling	Separate from config monitoring; test does not cover polling or SQLite.
packages/containerhub-back/src/modules/monitoring/routes/__tests__/TaskMonitorizationRoutes.test.ts	2d159ca6e02a52ea6388c5dc7509fa64ad6e986768df7064bd75e50020aa4c5d	monitoring	Fastify test server + Mongo model mock	query validation and forwarded filters	self: invalid pagination/filter and one success	unchanged	packages/containerhub-back/src/modules/monitoring/routes/__tests__/TaskMonitorizationRoutes.test.ts:6-37 mocked model/config; 39-47 server; 49-81 validation/pagination assertions	No polling inference; retain isolated route contract.
packages/containerhub-back/src/modules/monitoring/schemas/MonitoringSampleSchema.ts	be4c278eabb425de8e1156f29f465a0505077bb6b2b6b4634927a6e843757c21	monitoring	MonitoringSampleService.ts:5; MonitoringCollectorFactory.ts:5	Zod normalized metrics and persisted sample shape	MonitoringHistory.test.ts:15-76 indirect	unchanged	packages/containerhub-back/src/modules/monitoring/schemas/MonitoringSampleSchema.ts:3-9 metric branches; 11-15 sample keys/date schema	Leave validation at boundary; avoid duplicated shape.
packages/containerhub-back/src/modules/monitoring/schemas/MonitoringSchema.ts	4d0470fca9b6aa818db8755748f98b0075aa5def7639fd57cac6af7a3ccd19c7	monitoring	MonitoringRoutes.ts:6; MonitoringService.ts:5	Zod create constraints and persisted configuration	Monitoring.test.ts:79-80 invalid calendar and permanent create	unchanged	packages/containerhub-back/src/modules/monitoring/schemas/MonitoringSchema.ts:3-10 options; 11-18 date/retention checks; 19-26 stored fields	Keep constraints centralized; no behavior change.
packages/containerhub-back/src/modules/monitoring/services/MonitoringCollector.ts	7826a3858da677e72436c6b9674ba821fc6459bf525b24b75bd5d5c16c3cc4be	monitoring	MonitoringWorker.ts:14 via factory; scheduled every second	fetchServiceStats → running tasks → record/prune; fallback on recreated service	MonitoringHistory.test.ts:28-105; MonitoringCollectorLogging.test.ts:21-58	unchanged	packages/containerhub-back/src/modules/monitoring/services/MonitoringCollector.ts:20-52 due/sample/error loop; 54-80 scheduler/stop; 82-96 service-name fallback/date gate	Keep in-process scheduling and error isolation; no speculative extraction.
packages/containerhub-back/src/modules/monitoring/services/MonitoringSampleService.ts	1d6c0fa5c8e163c34c3a81c63c0059964e47086c35ad353d8fbf1b47f46e6d22	monitoring	MonitoringCollector.ts:34,37; MonitoringRoutes.ts:73,90	sample record/history/prune/delete through AbstractService	MonitoringHistory.test.ts:55-68	unchanged	packages/containerhub-back/src/modules/monitoring/services/MonitoringSampleService.ts:12-19 sample key; 21-26 history filter; 28-39 prune/delete; 41-49 paged deletion	Existing service owns lifecycle; do not alter ordering/retention.
packages/containerhub-back/src/modules/monitoring/services/MonitoringService.ts	6b207fefbb42900ad2c13488cfd6d2d5a28e695ebf84e7d1ecc13f537d4b194c	monitoring	MonitoringRoutes.ts:58,62,77,83,89; MonitoringCollector.ts:26	config create with duplicate guard, find/paginate, pause/resume	Monitoring.test.ts:36-94	unchanged	packages/containerhub-back/src/modules/monitoring/services/MonitoringService.ts:11-35 input service matching/dedup/concurrent unique guard; 37-40 status update	Existing service is appropriate owner; preserve duplicate race handling.
packages/containerhub-back/src/modules/monitoring/services/MonitoringWorker.ts	d355d5e97d93d9700ab31edcc4ac7d800b500131e6a839f3d4a9fe20bcf81976	monitoring	src/monitoring.ts:6	start collector, hold process alive, await stop on signal	MonitoringWorker.test.ts:11-81	unchanged	packages/containerhub-back/src/modules/monitoring/services/MonitoringWorker.ts:1-8 minimal contracts; 10-25 signal/keepalive/stop	Keep lifecycle simple; no new scheduler wrapper.
packages/containerhub-back/src/modules/monitoring/services/TaskMonitorizationManager.ts	4c0a52a807b3d2c8594765be60f53e6a18a87122a5d17f3ad7a8ea1a62eb5893	monitoring	src/index.ts:12 starts task-event poller	Docker snapshot → transitions → local audit attribution helper → repository/memory/purge	TaskMonitorizationManager.test.ts:48-68 GREEN before/after; TaskMonitorizationRoutes.test.ts:49-81	refactored	packages/containerhub-back/src/modules/monitoring/services/TaskMonitorizationManager.ts:130-176 save is now persistence and audit lookup/fallback has one named local boundary; preserves order and catch scopes	Keep this local boundary; revisit only if polling/error behavior needs a separately authorized change.
packages/containerhub-back/src/modules/monitoring/services/__tests__/TaskMonitorizationManager.test.ts	ca0dcd9953024fb937ae8b5915c4d1f7949f88f39cca0108bb5a72a7e778da18	monitoring	node:test with mocked Docker, settings, audit and repository	checks running→removed, audit fallback and effect order without real Docker/DB	self: test focal 1/1 before/after	unchanged	packages/containerhub-back/src/modules/monitoring/services/__tests__/TaskMonitorizationManager.test.ts:7-46 mocks; 48-68 startup, audit, persistence and transition	Retain as characterization; does not assert real integration or timer-driven second cycle.
packages/containerhub-back/src/monitoring.ts	214e9b3b0b47931d418feeb32c54fa4416a352539c867f8e8eed81214117eac1	monitoring	monitoring worker process entry	initialize runtime → factory collector → runMonitoringWorker	MonitoringWorker.test.ts:44-81 process smoke	unchanged	packages/containerhub-back/src/monitoring.ts:1-6 initialization and worker startup	Entry is already direct; no extraction.
packages/containerhub-front/e2e/monitoring-readability.spec.ts	a5a4fb81dfac4f3f021767cb8ac3c1e22d4d851d4dd21148abc0a9def7df8fa6	monitoring	Playwright /monitoring with intercepted API and forged local auth fixture	create dialog, failure/retry, busy gating, refresh	self: one intercepted UI scenario, not executed here	unchanged	packages/containerhub-front/e2e/monitoring-readability.spec.ts:3-11 fixtures; 13-47 auth/intercepts/error; 49-77 UI actions/requests	Pre-existing untracked spec; compare against prior UI behavior in authorized non-destructive environment before claiming equivalence.
packages/containerhub-front/src/cruds/MonitoringCrud.ts	3596301642c32a2654fd3d0757b061727ab425121bbd9517432f939c0ba61bbd	monitoring	MonitoringPage.vue:54 and MonitoringCreateDialog.vue:67	REST provider and EntityCrud list/filter/status/delete contract	cruds/__tests__/MonitoringCrud.test.ts:5-15 filter only; e2e spec:13-77 create	unchanged	packages/containerhub-front/src/cruds/MonitoringCrud.ts:9-18 types; 19-40 endpoints/authorization; 41-89 UI CRUD metadata	Provider already centralizes transport; no new helper.
